no,timeline,subtittle,text,H-RVkfXWL4s
72,11:41,out camping out sort of thing where we were supposed to like it was kind of like community service where we're,
73,11:46,supposed to pretend that like oh this is how people feel when when they don't,
74,11:52,have that much food oh I see I see yeah yeah and then like basically feel how it,
75,11:59,is it was something I had to do in school and like um basically like we had,
76,12:06,oatmeal for breakfast that was the first time I had oatmeal before and,
77,12:12,um I hated it it feels good it's yummy if you get the,
78,12:17,sugary strawberry ones the Quaker Oats mm-hmm yeah wow I'm sorry to hear that I,
79,12:24,mean to be to be fair though yeah things with oats aren't really the most tasty I talk all this hype about trail mix but,
80,12:31,you know you really just pick out the raisins and the chocolate and eat those and throw the nuts,
81,12:36,yeah the nut Snickers and I go to trail mix as well,
82,12:42,oh gosh it's like mine is pretty much it's pretty much oatmeal right yeah,
83,12:48,isn't it with like raisins and chocolate it's a mix of things yeah nuts like almonds and uh,
84,12:55,peanuts and whatever you want really you can kind of like mix it up and like make it like customize it and stuff like that,
85,13:01,so oh I see I see yep but uh I'm gonna,
86,13:06,eat another s'more real quick because these are so delicious they like explode in the microwave so,
87,13:12,quick though like you can only microwave them for five seconds before like they start to blow up real bit oh my God it's,
88,13:17,stuck to my fingers okay ah this is bad ah um oh no okay um hold on we were just we,
89,13:24,were talking um before the stream was started before the stream started because Iris was like I couldn't find,
90,13:29,any canned food and I was like bruh just just get some Ramen Ramen is cup of,
91,13:35,noodles is cat food it's true but then a lot of people don't like I guess you don't automatically think of like,
92,13:41,instant noodles as a cat food and then I called it instant noodles is Smart Camp food if you're on a spot you'll bring,
93,13:48,like cup noodles to Camp it is true though I feel like cup noodles is definitely a Cancun especially in Japan,
94,13:53,because it's just so easy you just put hot water in it and it's done yeah and you get a whole meal,
95,13:59,and it's high in calories so you know so you don't have to worry about not,
96,14:05,having enough calories to live out the day that was literally a YouTube account too I'm pretty sure yep oh yeah I,
97,14:12,remember that I feel like Japanese camping is like so much different than people's perception of like American,
98,14:18,camping like I've been on quite a few at least with like students I've been on a couple student camping trips and I've,
99,14:25,only been to cab once at school too that was like fifth grade yeah it's like a school thing yeah I mean,
100,14:32,it was interesting because like the projects were usually like make a curry together and who can make which group,
101,14:38,can make the best curry rice or like which group can like do a good barbecue or something like that we'd have like um,
102,14:43,like a Japanese style barbecue yeah so like a lot of campsites will have just,
103,14:49,like barbecue grills set up um for like Yakiniku style like Japanese style barbecue so like not like the hot,
104,14:56,dogs and like cheeseburgers you guys are imagining but like slices of meat like Yakiniku style uh vegetables mushrooms,
105,15:03,greens and stuff like that it's really awesome very delicious oh my God yeah we would make curry together as well in,
106,15:09,groups and stuff like that mm-hmm I remember um for breakfast they would split us up,
107,15:15,into like groups of like three people per and they would tell us to make our own breakfast and they told us to bring,
108,15:21,eggs and bacon and the person who was in charge of bacon in my group brought turkey bacon instead and it was it was,
109,15:28,like we're like this is regular Bakery we started cooking it looks it looked and tasted so different from everyone,
110,15:34,else I was like what the hell's wrong with this bacon it was a turkey it was disgusting,
111,15:39,I don't like it all right I didn't like it that's fine that's fine you didn't like how dare you like something I don't,
112,15:45,like Iris I should strangle you right now I can understand that it's like if,
113,15:50,you're expecting normal bacon and then you get turkey bacon yeah just like it and then I was just like,
114,15:56,it's okay I'm just gonna wait for dinner because dinner is gonna be great but then no dinner ended up being chilly and,
115,16:01,I didn't like chili wait what actually is good Iris I'm gonna kill her I'm kidding I don't,
116,16:09,like the bean I don't like the beans and the chili no you can pick them out like,
117,16:14,yeah I just took them out pretty much pretty much I pick up,
118,16:19,I forgot I make it into meat sauce instead without the without the beans,
119,16:25,I see man you're making me want to order like taco rice and like chili and like like little chips like tortilla chips to,
120,16:32,dips tomorrow's dinner tomorrow's dinner oh but you know like one good thing,
121,16:38,about um oh sorry this might not be something I should talk about while you guys are eating oh oh let me eat my last s'more,
122,16:45,really quick hold on I got I got this oh my God,
123,16:50,three they're little huh well you guys are gonna be hearing crunching throughout,
124,16:56,the entire two hours oh well are you a slow eater like Iris,
125,17:03,no I'm a very fast eater but hey where are you flying shots at me,
126,17:08,I got a bone to pick with you not a turkey bacon at dinner in 10 minutes today,
127,17:16,but I'm trying to balance eating and also talking and also listening you're very difficult [Music],
128,17:23,um but what were we talking about oh yeah yeah Iris I have finished my mouthful you may now speak yes okay is,
129,17:29,it okay yeah go for it um okay so um the fact that I wasn't able to eat much during Camp wasn't really that wasn't,
130,17:36,wasn't actually a bad thing because the only bathrooms that they had at Camp were the portable ones and you guys know,
131,17:42,how the portable bathrooms are right and that was the first time in my life I had to use a portable bathroom and so,
132,17:49,basically I didn't want to use it and I think the first person who would use it would have a pleasant time because,
133,17:55,you're the first person to use it right but um afterwards it just you know it piles up so,
134,18:01,um basically basically what I did was I held in,
135,18:06,everything,
136,18:12,it was it was a it was a one night a two-day uh camping trip so,
137,18:18,um I held it and and then at the very last like hour so right before we went,
138,18:23,to uh went back to the school bus I had to I had I had to I not not not not not,
139,18:30,like it was just um just I had to do an idol meeting,
140,18:35,um but anyways that's [ __ ] money,
141,18:41,and it was so bad like it was like it I never I never want to use I know no no,
142,18:48,no and not number two guys no no no no no no no some people in chat were like number two no thankfully I didn't eat,
143,18:54,that much so yeah yeah I think okay I thought you yeah I was about to say like,
144,19:00,are you are you literally telling your fans about the time you had explosive diarrhea,
145,19:06,bro like I said I didn't eat much so so,
146,19:14,literally nothing nothing nothing so no number two but but I couldn't hold in,
147,19:20,everything else so basically yeah it smells it was so the smell was,
148,19:27,horrible and ever since then I decided never to play at a park for too long because they have those at parks too or,
149,19:34,never to go a place that doesn't have a bathroom and I hate and that basically um cut in stone the fact that I don't,
150,19:41,really like camping I mean imagine uh imagine how the drivers of the honey wagons feel do you know what a Honey,
151,19:47,Wagon is no I don't what what's a Honey Wagon uh a Honey Wagon is basically,
152,19:53,um like the the Honey Wagon truck is the truck that exists to uh basically take,
153,19:58,care of everything that the portable toilets uh procure inside of them so,
154,20:03,like especially if you're like on the set of a film or something like that and go hey there's the Honey Wagon driving,
155,20:08,by it's the truck and it's a truck filled with [ __ ] from the port of from the portable toilets because it's got,
156,20:15,well the contents I'm anyway so yeah yeah that's yeah it's the Honey Wagon,
157,20:20,I've never had so much difficulty swallowing food before [Applause] [Laughter],
158,20:29,I I restarted it I restarted it what no no no I kind of did I kind of did but I,
159,20:36,mean uh back to camping experience I've only been like camping camping in tents,
160,20:42,like once um and it was also a hike so it wasn't any fun activities it was literally just,
161,20:47,hike and Camp I think it's tiring though yeah oh I it,
162,20:54,was the first time I've ever went it was the last time I ever went it was like it was so sad um it was like imagine baby baby rat,
163,21:01,carrying like a 13 kilogram bag um hiking,
164,21:06,goodbye yeah distinctly like towards the end because it was like a two-day hike,
165,21:13,um towards the end we were climbing up something it was kind of steep and I could feel the force of gravity and I,
166,21:20,nearly fell backwards um thankfully there was someone behind me who just pushed me and I was like you,
167,21:26,have saved my life thank you so much oh what a Chad yeah that was very kind of,
168,21:31,them yeah but like speaking of like the the the the the bathroom incident,
169,21:38,um I remember I strategically woke up at,
170,21:45,like four in the morning to go to the bathroom so I'd be the first one to use it but I just realized that all my friends were,
171,21:52,all so smart because like at 4am you could just see like groups of people just going to the bathroom trying to be,
172,21:58,the first one to go but it would just be useless and we all just got it before in,
173,22:04,the morning anyway it was sad it's a little bit I mean,
174,22:10,yeah if you want to go to a quality camp they don't have portable toilets they,
175,22:15,have they should have their own plumbing system you know but those cost money for people,
176,22:23,where'd you guys go [Music] you guys are talking and I can't hear you,
177,22:29,where'd they go they left me I can't oh I know why,
178,22:38,I left them back oh she's back oh she actually left,
179,22:45,okay that was very strange no no my sorry my manager asked me to join into,
180,22:50,like a really important group that like it like popped up and I like joined it and I was like okay and then I went in,
181,22:56,there and then I was like where'd everyone go because I didn't know it was gonna take me and throw me into the voice Channel anyway anyway hi no,
182,23:05,problem I'm back um she came back with milk yeah oh that,
183,23:10,was very nicely tied we thought that was I thought we thought you ran away from the toilet oh I mean that too I guess I,
184,23:18,I took all of the viewers with me I pulled them away from your nightmares,
185,23:24,oh God it's okay everything's fine um but yeah Camp is I don't know there's,
186,23:31,like the whole setting up the tent thing is also I was the useless one in the team when,
187,23:36,when making the tent like they were they would have the poles and the and the yeah the the cloth part they'd be like,
188,23:43,oh put it together like this and I'm like I don't know what to do so I would have my other friends help pretty much,
189,23:49,build it for me and I was just like I don't know they were just like okay I was just hold on to this just hold on to,
190,23:54,this that would be this I would just be yeah just hold on to it don't do anything just hold on to it because I,
191,24:00,don't know how to do anything yep man that's interesting I just I was the one who was like hammering the the pegs into,
192,24:06,the ground nice well all right girl body strength,
193,24:14,man that's so adorable I feel like I've been camping a ton of times actually but I've never camped in a tent before it's,
194,24:21,always been cabins I wish I had it I wish I camped in the,
195,24:27,cabin yeah they're pretty cool yeah yeah I think like I have been on with cabins,
196,24:33,are really fun though I'm pretty sure the camp place that I've been to had cabins too but they were for like the,
197,24:41,upper grade schoolers like we were like the fifth grade the little kids so we had the tents meanwhile like the 8th,
198,24:48,graders got the cabins but yeah it just reminds me it's like even we got the,
199,24:53,cabins it's literally just a room with like bunk beds and then we would walk past where like um where the where the,
200,24:58,where the teachers would stay and it's like a fully decked out like that ain't,
201,25:04,right no room and we're like what you guys get a TV in the freaking Kettle and we have,
202,25:10,mattress that's it just mattress,
203,25:16,I've never slept on a bunk bed before that sounds so cool no it's not that,
204,25:22,good yeah of course we would ask for the top right yeah what if the what if it,
205,25:27,you know it breaks down and breaks and you die yeah that's why you would always stay at the top so you're not the one,
206,25:35,um unless the ceiling is low then the top buns suck oh yeah yeah that's true hit,
207,25:42,your head every single time yeah most cabins are usually not that high anyway like the ceiling so top bugs suck bottom,
208,25:51,bug suck everything just sucked yeah bunk beds are not the best I remember when I went camping a long time ago,
209,25:57,everything about it was bad because uh basically my school went on a camping trip and I loved the camp that we went,
210,26:03,to so much that I begged I begged Mama Mori um to get me and little sister reap to,
211,26:08,go to the camp like officially you know like um for the summer instead of during the school year and so we went to this,
212,26:15,camp and it was it was Insanity um I actually I recall that I went um,
213,26:22,when I when I went I felt so alone because I distinctly remember being in the middle bunk in the middle of the,
214,26:28,cabin and I recall that I had like I had like a bunch of like manga with me like,
215,26:34,Oren High School Host Club and like girls the point be like what's,
216,26:40,that I'd be like manga they'd be like I don't know what that is I'm like it's Japanese comics and they'd be like okay and they like wouldn't talk to me,
217,26:49,so it's fall in love [Music],
218,26:54,so I just kind of I kind of rolled with it but to be honest I actually only was at the camp for um for two days uh the,
219,27:02,first day that I was there um we all played this huge like game and somebody accidentally hit a huge swarm,
220,27:09,of killer bees and they came out and stung about 30 kids including me on the,
221,27:14,finger but some kids got stung on the face which was bad um and I was fine I took it like a champ because it was just,
222,27:20,my finger I was like holy [ __ ] that really hurt and then I went to go to the the medical area the the med cabin and,
223,27:27,there was just a line of like 20 kids and I was like jeez oh my God holy moly,
224,27:33,the counselor snuffed him out though eventually that was the first night the second night I got appendicitis and had,
225,27:39,to leave so that was my Camp story oh my goodness that reminded me so like,
226,27:47,I I said that I only had one Camp experience in my life right but I was,
227,27:52,supposed to have technically two Camp experiences but the second one got canceled because it was my sixth grade,
228,28:00,um camp and basically what happened was that um right before we like we were,
229,28:05,going on the school bus to go to the campsite someone mentioned that they lost their wallet and then automatically,
230,28:12,for some reason the teachers thought that someone stole that person's wallet and so came the came the whole oh eggs,
231,28:20,yes um pretty much someone we have to find,
232,28:26,out who stole Blah's wallet otherwise we're not getting on the school bus like,
233,28:32,everyone is not gonna go to Camp unless someone speaks up so if one person's fault,
234,28:37,ruins everyone's experience and I don't even know what happened to that in the,
235,28:44,end I don't know what happened to that in the end someone even actually stole a wall to,
236,28:51,begin with I don't know but because of that we couldn't go to Camp yeah oh man,
237,29:00,what do you call that like you know when when it's just one person's fault but it they decide to punish everyone all right,
238,29:07,I don't know is there a word for that in Japanese there's a word called,
239,29:13,yeah I don't think there's a word in English for that oh yeah but yeah,
240,29:18,I'm gonna write that down I want to use it someday punishment I guess yeah Collective punishment,
241,29:26,that sounds so so scary in English,
242,29:33,Among Us stop saying Among Us I know oh my God that really we were all,
243,29:40,so bummed out and like we were like with our backpacks and with our camping bags,
244,29:46,and everything in Reading you're like school like that no I know it's not and,
245,29:53,everyone's like just was so upset and and then yeah that was my last,
246,29:59,ever um almost Camp almost Camp experience,
247,30:06,oh and that was the year that we were able to use the cabins too but no no,
248,30:16,I'm thinking about like cabin camping is like if your tools you know the first,
249,30:21,night you get there you're probably really tired you just like sleep on the bunk bed mattress and whatever but I remember my friends and I after the,
250,30:28,first night we just pull all the mattresses off the bunk beds and just lie them in the middle of the room and,
251,30:33,we'll just have like a giant like slumber party type situation and we all bring we had all brought snacks and,
252,30:39,stuff like that's the true essence of camp but and like you would like you know talk and like you know stuff all,
253,30:45,night because because it cabins it's kind of soundproof I mean everyone else was doing it as well so like you can't sound proof sound because they're just,
254,30:51,so much sound and the teachers are always on like the other side of Camp because they're in their freaking Motel looking ass rooms right yeah,
255,30:58,that one time we had 10 to Camp tent camping is very different because there is no soundproof at all and because it,
256,31:06,was a hike everyone was so tired but there was one one group one group who decided no we're,
257,31:13,gonna stay up all night and we're gonna talk we're gonna talk [ __ ] about everybody and forget that everyone else can hear us in the middle of the night,
258,31:20,Hooligans fool again tenth camping is that we're all together even the teachers right so,
259,31:27,yeah everyone could hear them wait the teachers they took the teachers don't tell you guys to sleep like they would,
260,31:32,make rounds and they would light their flashlights and and shine it into the tents seeing if we're sleeping or not,
261,31:42,so like they gave them a couple warnings in the end they just gave up and then so they were like you know or like talking,
262,31:49,like Mad Mad Dog about everything and everyone and everyone else was like,
263,31:55,and then Karma thank everything that her has power in this world they're 10,
264,32:00,collapsed oh yeah karma that's what happens,
265,32:08,gonna hit you man I tell you what amazing thing I'd ever I've ever,
266,32:14,witnessed in my life it was great I mean absolutely glorious they did,
267,32:20,then cause a lot of noise trying to figure out how to read make the chocolate that's fine true I mean to be,
268,32:27,honest I could I could sleep peacefully hearing them struggling outside maybe that's just because I'm [ __ ] up,
269,32:34,yeah that was pretty funny hmm yeah oh I forgot to mention what happened today to,
270,32:40,you guys when I went when I went shopping yeah I was on a I was on the hunt for marshmallows and I went,
271,32:47,searching around different shops and I couldn't find them in some places but eventually I did grab some,
272,32:52,um and then on my way maybe this doesn't seem like like a weird thing but to me,
273,32:58,it was probably the most dangerous thing I'd seen in my entire life so there are these kids riding bikes okay I want you,
274,33:05,to imagine this a bike for a small child um let's say maybe about eight years old,
275,33:10,no not a tricycle uh uh maybe kids first two-wheel bicycle no training wheels,
276,33:16,okay for maybe an eight-year-old child and I want you to imagine a tiny little,
277,33:22,eight-year-old Japanese boy uh writing on said bicycle but,
278,33:28,it's not just him he's not the only one on this little bicycle no no no no there's another,
279,33:33,child that's right there's a there's maybe a six-year-old little boy who I,
280,33:39,assume is his brother and the way that he is sitting on this bicycle is that his brother is in sort of a bear hug,
281,33:46,position around him grasping both the handlebars and pedaling of course but his knees are very far spread apart and,
282,33:52,the little boy the six-year-old is balancing by his two feet and grabbing,
283,33:57,onto the middle bar of the bicycle and they are they are cruising down the,
284,34:03,sidewalk and I was like that is the most dangerous thing I've seen in my entire,
285,34:09,life boys can you please stop I don't know what happened to him I hope they're safe,
286,34:15,in Japan in Japan yeah in Japan I was like is this an anime,
287,34:21,am I watching an anime right now where are the parents I don't know there was a whole gang of other kids on bicycles,
288,34:27,behind him though so maybe they were like a little like mini like like bicycle crew,
289,34:34,yeah we always ride on our bikes like this oh my God this is the anime moment,
290,34:40,where like the policeman comes out of the booth and he's like no time tandem writing is that what they call it,
291,34:47,is that what it is I don't know what it is that what it is is that what it's called what's on your handlebars I,
292,34:54,vaguely remember seeing that as a subtitle in some anime that I watched yeah I mean it would have been much,
293,34:59,cuter if like the the little one was on the handlebars or maybe like on the back of the seat but no that was just the,
294,35:05,most horrifying thing I'd seen that day I mean I was thinking are those kids,
295,35:11,gonna make it are they okay man a little tattoo and Connor,
296,35:19,yeah very cute and then another weird thing happened I you know got my goods I got,
297,35:26,into the house and I just I got the goods and I just sprawled out on the,
298,35:32,couch and I just like started eating a Popsicle played a little played some video games and I was like I don't know,
299,35:37,why but being outside for two seconds has made me extremely tired let me go take a nap so I went to go take a nap,
300,35:42,and I get interrupted like mid nap as I'm straight falling into like the really good part of sleep so I'm super,
301,35:49,crabby right well I get up and I go to the door and I see a very official human being at my door and I'm like oh no I'm,
302,35:57,super scared so I let him at night uh I mean it was like yeah it was a couple a,
303,36:02,couple hours ago but I see a a an individual with a clipboard and [ __ ] so,
304,36:07,I'm like oh man they're coming to get me and I I hadn't paid my I hadn't paid my bills in a little bit I took care of it,
305,36:13,all today but like I hadn't done it in a while and so I was like oh man they're gonna get me for not paying my bills and,
306,36:19,stuff like that I better go answer the door so I answer the door and you guys know my Japanese is fine like I can get,
307,36:26,by and like like it's it's it's decent and I can have regular conversations with people,
308,36:32,however um this guy comes up to my door and uh,
309,36:38,starts explaining something about one of my like utilities and I thought to myself dang it I didn't pay the bill oh,
310,36:44,man and the way that it was explained to me in Japanese um made it sound like it was something that I had to get like something that I,
311,36:52,absolutely had to get and they're like why haven't you been answering our phone calls Etc and I did see that somebody had called me a couple times I was like,
312,36:58,God damn this is bad oh wait I think I know what you're talking about now yeah I don't want to give too many details,
313,37:04,about it but yeah you probably know what I'm talking about right so I'm like okay let me fill out all your stuff and dudes,
314,37:11,like it'll take just a moment and I'm like okay thank goodness I sit out there outside in the Blazing heat for 45,
315,37:16,minutes with this gentleman oh my gosh filling out things opening up QR codes writing down details Etc and the dude,
316,37:24,starts becoming increasingly nice to me like oh well your Japanese is so good it,
317,37:29,wow it sure is amazing is he a Salesman and then he he was like oh yes you have,
318,37:36,all the documents because he kept asking me for like official documents that I had and I was like this must be a real thing that I have to do and so I pulled,
319,37:43,out all the documents that I had saved and I was like here you go he's like oh wonderful you kept it very good and I,
320,37:48,was like um all right well what I mean this is a little suspicious but okay so I did it right I filled out all the [ __ ],
321,37:54,and then I messaged along the way I messaged um my cool neighbor lady the,
322,38:00,cicada throwing neighbor lady uh let's call her Midori job because she has green hair she has like dark green hair,
323,38:05,so we'll call her Midori sham I call Midori Chan or I texted her and I was like Hey Midori Chan,
324,38:11,um I'm a little worried because there's a guy out here and I think that this is something I have to do and I kind of,
325,38:17,understood what he said but I asked him a couple times is this something I need and he kept avoiding the question,
326,38:23,um and giving long complicated explanations so Midori Chan says here I'm coming over let me give him a call,
327,38:30,because dude dude gave me this number right so Midori Chan comes over and,
328,38:35,places a call and uh she sounds very cross,
329,38:41,and uh she hangs up and she's like,
330,38:46,this happens a lot like this is this is this is something that happens very,
331,38:52,often um nah they just basically convinced you to switch providers and I was like bro,
332,38:58,are you serious she's like don't worry I canceled it for you and I was like thanks Midori Chan,
333,39:05,she's such a Chad she always helps me she's like it's okay this happens very often and I don't think it was very nice,
334,39:12,of them to take advantage of the fact that you're Japanese it's like it's not perfect so you can't really understand the details they were firing off some,
335,39:19,really musakashi nihongo,
336,39:26,yeah yeah they don't they don't act that nice and and use Simple Japanese no they,
337,39:32,go hard like yeah that just reminds me of like that's why like whenever I see like salesperson people at the door I,
338,39:41,just don't answer it's smart I just don't answer um and if it's something really like like for example like oh I needed to pay,
339,39:47,for something or feel something like mandatory then they would usually leave something behind you know true you have,
340,39:54,a note or something and then I can just call them back or or do something about it but if not I just the moment I see,
341,40:01,someone with like a like you said like a clip yeah yeah with like a pet and stuff like that I'm,
342,40:08,just like nope I'm not answering that I should have known because in the past I've said that to salesmen and been like,
343,40:14,do I need to do this and then they'll like give an explanation that's long and I'll be like goodbye and like pretend,
344,40:19,that I don't speak Japanese but I guess he saw that I spoke enough that he was like all right I can I can do this but,
345,40:25,yeah it didn't turn out very well for me and I guess not for them either um,
346,40:31,single stay away from me Dottie Chan I need her to throw cicadas for me,
347,40:37,but it all turned out okay it turned out okay in the end and uh yeah I learned a lesson again so,
348,40:43,sales people is scary story like oh this was like ages the most intense,
349,40:51,um experience that Mama rat and I had to go to like make sure that like that we,
350,40:56,made the salesperson think that we weren't home because we also avoid you know answering the door if it's like a salesperson and normally like if they're,
351,41:03,normal they will like you know ring the doorbell knock maybe a couple times and then if no one answers they'll walk away but no we a couple years ago we had,
352,41:11,someone bang on the door like constantly and then like yell like because they saw,
353,41:17,there was a car in the driveway they started yelling things like we know you're you're home oh my God it's scary,
354,41:22,scary but they were they look like a salesperson because they had that like clipboard right so Mama red and I was,
355,41:29,quite young at the time and then she immediately was like Hey get on the floor and I was like what because we have like this window you can kind of,
356,41:37,see so like if you imagine the dull way and then there's like a giant window you can,
357,41:43,kind of see into the window if you like you know kind of like position yourself,
358,41:48,um at the doorway so she immediately said get on the floor and I was like what because the guy wasn't moving he,
359,41:55,was just standing there and he wasn't like leaving he was just standing there and then I got on the floor and then she,
360,42:00,started crawling towards me and I'm like [ __ ] it's like Movie experience oh my God,
361,42:12,whatever you do don't get up and I was like but I need to go to the kitchen to get water,
362,42:23,that reminds me of like like an hour the guy left but I was like hello,
363,42:29,you're desperate are you oh my god wow an hour that's long yeah it reminds me,
364,42:37,of like how you know how I said that I don't answer like I just I just don't answer if I feel like the person's,
365,42:42,suspicious or not it's really hard to do that though like you said when they kind of know that you're home because like,
366,42:48,like right before they run the oh I got kicked out wait no oh I get you back I,
367,42:55,get you back let me let me back in there I get you back in here uh oh I left too,
368,43:01,oh oh we all got kicked they didn't like iris's story it's fine I'm making a new,
369,43:07,one I didn't even start it didn't even start the premonition,
370,43:13,I don't think so no it's cool I'll get you guys back it's the same as before all the same stuff,
371,43:19,yeah there you are okay I'll just I'll just keep talking about it while I'm while I'm I'm invisible but um anyways,
372,43:26,yeah what was I talking about oh yeah so like I was I just happened to be like was binge watching some sort of anime or,
373,43:32,something so I was like I was listening to it on speakers too and you know how the walls are thin yeah so thin over,
374,43:39,back here in Virtual Japan so I'm pretty sure they could hear me watching like like,
375,43:49,through the door that's how they would ring the doorbell like at least five to ten times thinking I'd be but I'm just,
376,43:55,like nope I'm not gonna answer nope nope nope nope I just mute the anime right away and I turn off the lights and of,
377,44:01,course they know that I'm home but I just pretend like nope nope yeah here we go okay I'm gonna move,
378,44:08,oh yeah okay is Iris in here I'm coming,
379,44:13,hurry up I'm kidding I'm kidding there we go I'm here there she is there's hope hope is descended now I'm gonna arrange,
380,44:19,everyone again sorry for the slight weight you guys it's fine you can just listen to us and and believe it on your,
381,44:26,heart it's okay no no you guys you guys were saying that I wasn't on the screen,
382,44:31,but no actually I was camouflaging with him,
383,44:39,with the blanket right there he just went outside to you know,
384,44:46,get some sticks out of it yeah we're gathering firewood,
385,44:53,guys let us gather give us a second to gather the firewood okay okay we're,
386,44:58,gonna get some sticks yeah and like stick some rocks and another thing that I just I just,
