no,timeline,subtittle,text,h2F5d5WgPVE
89,3:31,i ask where we are right now,
90,3:33,it's like a happy meal soy sauce rice,
91,3:37,shrimp flesh cucumbers and bayonetta and,
92,3:42,if you're really hungry you can savor,
93,3:44,the bathtub slime your food looks fine,bathtub slime - 곰팡이 돌려말한거
94,3:48,it's everything else why is your bathtub,
95,3:50,brown is it rust or is it like build up,
96,3:53,like it's mold maybe you could use it as,
97,3:55,like a salty topping on your rice you,
98,3:57,could get in there with your fingernail,fingernail 손톱
99,3:59,the mustiness of the room adds flavor oh,mustiness 곰팡이
100,4:03,this one did you say you made this for,
101,4:05,your mom's 50th birthday if i remember,
102,4:08,but there's a 25 on it that's fine happy,
103,4:11,25 tomorrow,
104,4:13,i just noticed your dog your dog is,
105,4:15,terrifying from this angle oh my god you,
106,4:18,have a cryptid for a pet which is pretty,
107,4:20,cool look at this absolute spread here,
108,4:23,you ever look at the thanksgiving turkey,
109,4:25,and go wow nice butt that's a cute butt,
110,4:27,that's a cute turkey butt gobble gobble,butt 엉덩이
111,4:29,i'm gonna gobble gobble that turkey butt,
112,4:32,okay this one concerned me i think this,
113,4:34,is a replica of my birthday cake,replica 복제품
114,4:36, i might be completely wrong though they said it,
115,4:38,was aged and i was a little confused,
116,4:41,what do you mean is this a year old,
117,4:42,birthday cake and then i took a closer,
118,4:44,look,
119,4:45,yes,
120,4:46,and i see the cracking your frosting is,cracking 부서짐\d 무너짐
121,4:49,so old that it's beginning to crumble,너무 오래되서 무너지기 시작했다
122,4:51,good job on the layers though i will,
123,4:53,give effort wherever it is ever,
124,4:55,i believe this is roast beef with,
125,4:59,velveeta and ketchup microwave do what i,
126,5:01,like about this i like that food is a,
127,5:03,common ground for everybody right no,
128,5:06,matter where you come from and i love,
129,5:08,when we can all agree that something is,
130,5:10,absolutely horrific i'm sorry the,
131,5:12,weirwoods are are are,
132,5:15,are uh okay i would like to discuss with,
133,5:17,you they listen this is a delicacy okay,
134,5:21,this is layers of bologna mayonnaise,
135,5:24,and cheese whiz,
136,5:26,okay i've never eaten this before but i,
137,5:28,would eat it i would absolutely eat this,
138,5:31,[Music],
139,5:36,this scared me for a second i didn't,
140,5:38,know what this was it's a mug cake gone,
141,5:40,wrong apparently yeah it's a mug cake,
142,5:43,you can see the mug here i'm thinking it,
143,5:45,goes down here it looks terrifying it,
144,5:48,actually scared me i didn't what it was,
145,5:50,at first man i'm so hungry this is not,
146,5:52,good i'm so hungry oh bye,
147,5:56,oh no,
148,5:57,how did you do that you could probably,
149,6:00,peel away you could probably peel away,peel away 벗기다
150,6:02,the burnt side and it would have a,
151,6:04,perfectly fine corn dog i would peel,
152,6:06,away the burnt part and just eat the,
153,6:07,corn dog underneath okay let's see what,
154,6:09,else do we have here,
155,6:10,[Music],
156,6:17,oh boy campbell's chunky new england,
157,6:20,clam chowder oh boy it's portable clam,clam chowder 대합조개 차우더\nportable 휴대용
158,6:24,chowder oh yeah,
159,6:26,chunky that is such an unappealing name,
160,6:29,for our food i don't think i could eat,
161,6:31,this i'm not really understanding why,
162,6:34,you would need to put it in a popsicle,
163,6:35,mold it's creative but it's unnecessary,
164,6:38,it's chaos for no other reason except to,
165,6:41,be chaotic,
166,6:43,oh no i have another one okay this is,
167,6:47,soup all right wait let's break it down,
168,6:52,i don't know what i'm looking at people,
169,6:54,do make cheeseburger soup though it is a,
170,6:56,real thing that i do know i think i need,
171,6:58,to call the house inspector on you i,
172,7:00,apologize it's just it looks it's the,
173,7:03,eye,
174,7:05,what is this banana with monster ketchup,
175,7:08,relish and i really hope that's not,relish 맛
176,7:10,mayonnaise but i feel like it's,mayonnaise 발음이 왜 매니즈임 ??
177,7:11,mayonnaise do people actually eat this i,
178,7:13,don't want to be mean,
179,7:15,i do know that there's like that really,
180,7:17,infamous vintage recipe banana,infamous 악명높은
181,7:19,hollandaise where it's bananas wrapped,
182,7:22,in ham and then covered in hollandaise,
183,7:24,sauce which is like egg sauce so,
184,7:28,wait what is this one hold on this,
185,7:30,person sent i think they titled it quote,
186,7:33,unquote my various hot cheeto creations,unquote 인용하다
187,7:36,i don't know why this is so comical to,
188,7:39,me what is this why does it look like,
189,7:42,nickelodeon slime why does it look gooey,
190,7:45,i think this is also theirs i'm assuming,
191,7:48,that the frosting is hot cheeto buddy,
192,7:50,did you try it's got a very strange,
193,7:53,texture here it looks a little bit like,
194,7:55,skin you see it's like bumpy,
195,7:58,like skin here oh dear you did try you,
196,8:01,know what,
197,8:03,good job,
198,8:08,[Music],
199,8:14,you,
