no,timeline,subtittle,text,xI1giB9yXKA
128,5:11,puke like it made me like want to throw,
129,5:13,up oh no no,
130,5:16,you guys are you guys ever get scooby,
131,5:17,snacks they had them as um gummy snacks,
132,5:20,and i used to have them in my lunch bag,
133,5:22,like,
134,5:26,this is not a scooby snack this is not a,
135,5:28,scooby snack oh no i looked up scooby,
136,5:31,snacks on like google images and i did,
137,5:34,not get what i thought i was going to,
138,5:36,get whoa i got a drink did you get a,
139,5:38,drink uh no i got,
140,5:41,roasted i got some leaves no,
141,5:44,oh i see oh my god i searched up scooby,
142,5:47,snack and i got an alcoholic beverage,
143,5:49,and cookies no movie snacks has an,
144,5:51,alcoholic beverage,
145,5:54,because of course it does but can you,
146,5:56,eat spicy sort of spicy just not like,
147,5:58,super spicy like i'm okay with kimchi,
148,6:00,usually,
149,6:01,noodle eating challenge ladies let's go,
150,6:03,and do that how about this 10 episodes,
151,6:06,black chill 20 episodes to two times,
152,6:10,i've never had the two times,
153,6:13,um well i have an event coming up soon,
154,6:16,and that is my birthday oh it's actually,
155,6:20,it's an awake it's an exactly a week,
156,6:24,yeah,
157,6:25,what would you want for your birthday,
158,6:27,bae nothing i don't know what i can get,
159,6:29,what,
160,6:31,i don't believe you fire yeah no no i,
161,6:34,don't want anything that's usually a lie,
162,6:36,no i really don't want anything yeah,
163,6:38,amazon gift card got it oh yes oh that,
164,6:41,is that is simple amazon gift card have,
165,6:43,you ever like had an experience where,
166,6:45,either you've had a really hard time,
167,6:47,finding like a birthday gift or like you,
168,6:49,you gifted something that the person,
169,6:51,very obviously didn't like like and,
170,6:53,you've kind of had to cover it up i,
171,6:54,guess it's okay for me to tell this,
172,6:56,story but back in the day believe it or,
173,6:59,not guys i liked someone they were a,
174,7:01,really really good friend of mine and,
175,7:03,the only person that like kind of didn't,
176,7:05,treat me like [ __ ] where i went to,
177,7:07,school they were extremely like popular,
178,7:09,though but they were kind to me and i,
179,7:10,figured out that what their favorite,
180,7:12,music was they were really in love with,
181,7:14,uh i think it was a orange album by,
182,7:17,frank ocean and we'd listened to it a,
183,7:19,lot when we were driving around and so,
184,7:21,for their birthday i looked everywhere,
185,7:23,that i could to try and find it and i,
186,7:25,bought it and i gave it to them i,
187,7:27,remember on my patio and they like,
188,7:29,looked me in the eye and said this is,
189,7:30,the greatest gift anyone has ever given,
190,7:34,and then,
191,7:35,a couple days later we went to the same,
192,7:37,new year's party and i watched them kiss,
193,7:40,someone,
194,7:43,my else i went and i cried in my car and,
195,7:46,i,
196,7:47,uh,
197,7:49,i never fell in love again,
198,7:51,go back and smash that album into bits,
199,7:54,no i i want them to be happy yeah i only,
200,7:57,have feelings for adam sandler now you,
201,7:58,see adam sandler and shrek also jolene,
202,8:01,they're all a part of my wonderful harem,
203,8:02,so it's fine oh yeah iris i want to know,
204,8:04,what your secret weapon was basically if,
205,8:06,you have a hard time getting a birthday,
206,8:08,present for someone when i was a kid,
207,8:11,what i would do is just give the best,
208,8:14,gift in the world which was,
209,8:17,jamba juice gift cards what's,
210,8:25,it's a geometries,
211,8:26,it's essentially boost juice,
212,8:30,what,
213,8:31,what juice if it's equivalent to boost,
214,8:33,juice i kind of understand no i i don't,
215,8:36,understand gift cards we don't we don't,
216,8:37,give this juice a gift card looking at,
217,8:41,boost use that right now and the first,
218,8:43,thing i see on the site is on the top,
219,8:45,right corner it says gift card oh my god,
220,8:47,i'm just going to get my next brand of,
221,8:49,freaking boost gift card bro yo boos you,
222,8:52,want to sponsor,
223,8:57,thank you so much for this i woke up in,
224,8:59,the morning not really feeling much like,
225,9:01,p diddy and i opened up my phone and,
226,9:03,this is the first thing that i saw the,
227,9:05,caption was also really good too that's,
228,9:07,one strong looking stand there is,
229,9:09,absolutely unbeatable,
230,9:12,to be honest um and then we've got,
231,9:14,iris's one i talked about how if i could,
232,9:18,i would just i would sleep with it like,
233,9:20,i would bring this to bed so i could,
234,9:21,just have my fingers on it 24 7. um oh,
235,9:24,yeah for my fan art guys i can't this,
236,9:27,sort of reminds me of a certain gauntlet,
237,9:29,from a multi universe,
238,9:32,yeah with the snap of the fingers and,
239,9:35,half of the yeah reminds me of that i,
240,9:37,really like it thank you so much for,
241,9:39,drawing this i love it so much already i,
242,9:43,am kind of hungry,
243,9:44,[Music],
244,9:54,you,
